title,rating,runtime,imdb_rating,tmdb_rating,meta_score,genre_1,genre_2,genre_3,description,director,stars,votes,gross
Naughty & Nice,TV-PG,88,5.9,5.4,NA,Comedy,Romance,NA,"A cynical radio host is banished to Colorado, where he has an on-air spat with a hopeless romantic. Soon, their antagonistic relationship sparks the interest of the whole town.",Sam Irvin,"Haylie Duff, Tilky Jones, Maureen McCormick, Eric Petersen,",1697,NA
Candy Coated Christmas,NA,83,5.8,3.9,NA,Comedy,Romance,NA,"A rich L.A. marketing executive heads to a small town during the Christmas season to arrange for the sale of a property she owns, unbeknownst to her tenants.",Ellie Kanner,"Molly McCook, Aaron O'Connell, Lee Garlington, Landry Townsend,",607,NA
Christmas in Evergreen: Tidings of Joy,TV-G,85,6.4,7.6,NA,Romance,NA,NA,A skeptical writer shows up in Evergreen to get the scoop on the town's famed passion for Christmas during a search for a long-lost time capsule.,Sean McNamara,"Maggie Lawson, Paul Greene, Rukiya Bernard, Holly Robinson Peete,",1802,NA
Kirk Cameron's Saving Christmas,PG,79,1.3,3.4,18,Comedy,Family,NA,"His annual Christmas party faltering thanks to his cynical brother-in-law, former Growing Pains star Kirk Cameron attempts to save the day by showing him that Jesus Christ remains a crucial component of the over-commercialized holiday..",Darren Doane,"Kirk Cameron, Darren Doane, Bridgette Cameron, Ben Kientz,",16639,$2.78M
Christmas Ever After,TV-G,87,6.1,4.8,NA,Drama,Romance,NA,Sparks fly during Christmastime when a romance novelist meets a handsome man who looks like the leading character in her books.,Pat Kiely,"Ali Stroker, Daniel di Tomasso, Bill Marchant, Melia Charlotte Cressaty,",867,NA
Christmas in Connecticut,NA,93,4.8,1.9,NA,Comedy,Romance,NA,"Elizabeth, the star of a successful cooking show, is set to do a live show on Christmas, where she'll cook a Christmas dinner. But what no one knows is that she can't cook.",Arnold Schwarzenegger,"Dyan Cannon, Kris Kristofferson, Tony Curtis, Richard Roundtree,",1573,NA
Window Wonderland,TV-G,86,6.7,1.5,NA,Comedy,Drama,Romance,"A department-store window decorator learns there is a vacancy for her dream job in the run-up to Christmas, only to find a professional rival has his eye on it too.",Michael M. Scott,"Chyler Leigh, Paul Campbell, Naomi Judd, Terence Kelly,",2389,NA
A Very Country Christmas,PG,84,6.1,8.9,NA,Comedy,Drama,Romance,A country music star leaves it all behind to get back to his roots and find his way back to what he really loves. What he doesn't expect to find - is true love.,Justin G. Dyck,"Greyston Holt, Bea Santos, Greg Vaughan, Deana Carter,",1960,NA
Christmas Plus One,TV-PG,92,6.2,7.9,NA,Comedy,Romance,NA,"When sisters Cara and Amy make a pact to find their soulmates by next Christmas, they're not expecting to be so lucky. One year later, Amy's wedding approaches and Cara finds her soulmate but quickly loses him. Will her wish come true?",Meeshelle Neal,"Emily Alatalo, Corey Sevier, Andrew Bushell, Leighton Alexander Williams,",473,NA
Christmas at Rosemont,TV-14,95,6.7,6.8,NA,Drama,NA,NA,"In a raging snowstorm five days before Christmas, two young people meet by chance: Lisa, 19, pregnant and scared, and Brad, a professional snowboarder.",Daniel Petrie Jr.,"Lochlyn Munro, Brad Dourif, Lauren Swickard, Michael Gross,",899,NA
Flipping for Christmas,NA,90,5.8,4.5,NA,Romance,NA,NA,"Before Christmas, Abigail agrees to help her sister with what she believes will be an easy flip of an inherited home. Things get tricky Bo has a different idea.",Katherine Barrell,"Ashley Newbrough, Marcus Rosner, Natalie Lisinska, Eman Ayaz,",673,NA
Christmas in Wonderland,PG,95,4.7,2.7,NA,Comedy,Crime,Family,"Three children and their father move from Los Angeles, California to Edmonton, Alberta. When they go shopping at West Edmonton Mall, they find counterfeit cash, inadvertently help catch crooks, and make a discovery about Santa.",James Orr,"Matthew Knight, Chris Kattan, Cameron Bright, Preston Lacy,",2434,$0.08M
Just Another Christmas,NA,100,6.7,2.5,NA,Comedy,Drama,NA,"Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.",Roberto Santucci,"Arianne Botelho, Ashley Adler, Kevin Andrew Rivera, Neto Cajado,",5320,NA
Coming Home for Christmas,TV-G,86,6.6,3.3,NA,Drama,Romance,NA,"Lizzie Richfield lands a job as house manager for the exquisite Ashford Estate in Virginia. While preparing the place for sale, Lizzie plans one final Christmas Eve gala for the Marley family, though they seem to be a family in name only.",Mel Damski,"Danica McKellar, Neal Bledsoe, Andrew Francis, Lindsay Maxwell,",2367,NA
A Christmas Star,NA,84,6.5,5.6,NA,Romance,NA,NA,An astronomer predicts that a new meteor shower will appear over a tiny town. Can she convince the locals to help with her discovery at the expense of a Christmas tradition?,Jessica Harmon,"Sara Canning, Daniel Lissing, Joanne Wilson, Juliette Hawk,",938,NA
"A Godwink Christmas: Second Chance, First Love",TV-G,87,6.7,6.9,NA,Drama,Family,Romance,"After 15 years, a single father moves home from Hawaii with his two sons, and through a series of coincidences--or Godwinks--ends up stuck in traffic next to his high school sweetheart.",Heather Hawthorn Doyle,"Brooke D'Orsay, Sam Page, Michele Scarabelli, Rhys Slack,",1260,NA
Christmas in Toyland,NA,85,6.4,6.5,NA,Comedy,Romance,NA,A toy company data analyst tries to save hundreds of jobs right before Christmas to help keep the in-person experience alive.,Bill Corcoran,"Vanessa Lengies, Jesse Hutch, Lara Amersey, Elena V. Wolfe,",827,NA
Another Christmas Coincidence,TV-G,85,6.9,3.5,NA,Drama,Romance,NA,"Is it divine intervention/Godwink, coincidences or a meddling mom, when Alice, managing the family clothing store, and Jack, medical sales, keep bumping into each other before Christmas?",Paul Ziller,"Cindy Busby, Benjamin Hollingsworth, Kathie Lee Gifford, Hilary Jardine,",1811,NA
One Delicious Christmas,NA,84,6,8.8,NA,Drama,Romance,NA,"Follows Abby, who inherited the property of Haven Restaurant and Inn, but being unable to manage both, she must team up with with hot shot chef Preston Weaver to ""shake up"" the holiday menu and get an investment from a restaurant mogul.",Stacey N. Harding,"Bert Cardozo, Judy Deboer, Elana Dunkelman, Bobby Flay,",183,NA
Unlocking Christmas,TV-G,85,6.4,7.1,NA,Mystery,Romance,NA,"When a mysterious key and a holiday riddle arrive on their doorsteps, Kate and Kevin embark on a Christmas romance adventure they'll never forget.",Don McBrearty,"Taylor Cole, Steve Lund, Elena Juatco, Darryl Hinds,",1381,NA
Just in Time for Christmas,TV-G,96,6.4,5.7,NA,Comedy,Romance,NA,A psychology professor's offered her dream job at Yale incl. her thesis published and is proposed to by her BFF on the same day. She gets a glimpse of her life 3 years in a future where she said yes to the job and no to the BFF's proposal.,Sean McNamara,"Eloise Mumford, Michael Stahl-David, Tess Atkins, Laura Soltis,",2848,NA
The Christmas Star,TV-G,94,6.1,6.2,NA,Drama,Family,NA,A counterfeiter finds the true meaning of the holidays.,Alan Shapiro,"Edward Asner, Rene Auberjonois, Jim Metzler, Susan Tyrrell,",805,NA
Christmas on the Range,TV-G,90,6.2,4.6,NA,Romance,Western,NA,Kendall's one holiday wish is to keep the family ranch solvent. Her rival's charming son offers help-and maybe more-but can he be trusted?,Gary Wheeler,"Erin Cahill, Nicholas Gonzalez, A Martinez, Lindsay Wagner,",698,NA
Let It Snow,TV-G,82,6.6,3.3,NA,Drama,Family,Romance,An executive examines her company's new property and prepares a presentation to transform the rustic lodge into a new hot spot.,Harvey Frost,"Candace Cameron Bure, Jesse Hutch, Alan Thicke, Gabrielle Rose,",3220,NA
Return to Christmas Creek,TV-G,86,6.1,4.1,NA,Drama,Romance,NA,"With Christmas approaching, a career-focused Chicago app developer returns to her small hometown to rediscover the meaning of Christmas. There she reunites with her estranged uncle and her childhood best friend, who she begins falling for.",Don McBrearty,"Tori Anderson, Stephen Huszar, Steven Weber, Kari Matchett,",2351,NA
The Fabric of Christmas,NA,91,6.3,7.3,NA,Romance,NA,NA,"Liam, a fireman, and Amy, a quilting teacher, team up to make a Christmas quilt for Liam's sister's wedding. As they navigate their feelings for each other, they must decide what is truly important in time for the holiday season.",Don McBrearty,"Ferelith Young, Harmon Walsh, Alia DeSantis, Kyana Teresa,",169,NA
Wrapped Up in Christmas,TV-PG,87,6,1.4,NA,Comedy,Drama,Romance,A mall manager is tasked with cancelling the leases of underperforming stores at Christmas. She soon discovers that she's falling for a store owner's nephew as he helps his aunt try to get through the holidays.,Peter Sullivan,"Tatyana Ali, Brendan Fehr, Kim Fields, Cindy Pickett,",920,NA
Christmas Staycation,NA,77,4.4,2.2,NA,Comedy,NA,NA,"When a family can't be together on Christmas, they bring their dysfunctional family Christmas online.",Jordan Imiola,"Annie Abrams, Jon Harrison Taylor, Marisa Dzintars, Bill Kates,",992,NA
A Dog Named Christmas,PG,95,7.4,1.7,NA,Drama,Family,NA,"A developmentally challenged young man with a penchant for caring for animals in need sets out to convince his family - and their whole rural community - to participate in a local shelter's inaugural ""Adopt a Dog for Christmas Program.""",Peter Werner,"Bruce Greenwood, Linda Emond, Noel Fisher, Ken Pogue,",1404,NA
It's Beginning to Look a Lot Like Christmas,TV-G,83,6.1,1.6,NA,Comedy,Romance,NA,"When a New England Christmas decorating competition searches for the town with the most Christmas spirit, the mayors of East and West Riverton go all out to get their towns to the top of the holiday heap.",David Weaver,"Eric Mabius, Tricia Helfer, Aliza Vellani, Raf Rogers,",1109,NA
A Taste of Christmas,Unrated,84,5.9,8.1,NA,Comedy,Mystery,Romance,"When Emily, a struggling baker in a small town, receives a handmade Christmas Calendar from a secret admirer, the local residents become obsessed with finding out the identity of the sender.",Allan Harmon,"Laura Bell Bundy, Brendon Zub, Paloma Kwiatkowski, Frazey Ford,",1560,NA
A Dickens of a Holiday!,NA,84,7.2,6.9,NA,Romance,NA,NA,"To make the 100th anniversary of her hometown's Victorian festival a success, Cassie invites action movie star and former high school classmate Jake to play in ""A Christmas Carol.""",Paul Ziller,"Brooke D'Orsay, Kristoffer Polaha, Chad Willett, Max Archibald,",1445,NA
Double Holiday,TV-G,84,6.8,5,NA,Drama,Romance,NA,"Rebecca endures working with her colleague and rival Chris to plan the office Christmas party in hopes of getting a promotion. While spending so much time together, will they take their eyes off the prize and see each other anew?",Don McBrearty,"Carly Pope, Kristoffer Polaha, Laura Cilevitz, Barbara Eve Harris,",1536,NA
Mrs. Miracle,PG,90,6.7,2.1,NA,Comedy,Family,Fantasy,"Overwhelmed widower Seth Webster is searching for a housekeeper to help him with his unruly six year old twin sons. ""Mrs. Miracle"" mysteriously appears and quickly becomes an irreplaceable nanny, chef, friend... and matchmaker.",Michael M. Scott,"James Van Der Beek, Erin Karpluk, Doris Roberts, Michael Strusievici,",3203,NA
Welcome to Christmas,TV-G,90,6.3,5.2,NA,Comedy,Drama,Romance,"A resort developer tasked with finding a location for a new ski resort is assigned to visit the small town of Christmas, Colorado.",Gary Harvey,"Eric Mabius, Jennifer Finnigan, Susan Hogan, Lauren McNamara,",1490,NA
A Kindhearted Christmas,NA,84,6.1,5,NA,Comedy,Romance,NA,"Jamie (Jennie Garth), owner of a small-town sightseeing company, has a difficult time navigating the holidays after the death of her husband, who loved giving to others at Christmastime. ...                See full summary »",Alysse Leite-Rogers,"Jennie Garth, Cameron Mathison, Emily Tennant, Bronwen Smith,",1911,NA
Prancer Returns,NA,91,5.8,2.7,NA,Family,Drama,Fantasy,"Preteen brothers from a broken marriage live with their mother, Denise, in a rural town. Ryan, the cheeky elder boy, wants to go live with their father, Matt, in Chicago. This confuses shy ...                See full summary »",Joshua Butler,"Gavin Fink, John Corbett, Stacy Edwards, Michael O'Keefe,",657,NA
Elf: Buddy's Musical Christmas,TV-G,43,5.4,4.7,NA,Animation,Short,Adventure,"A musical, stop-motion adaptation of the well-known movie, Buddy, a human raised in the north pole, goes to New York to find his family.",Mark Caballero,"Seamus Walsh, Jim Parsons, Mark Hamill, Rachael MacFarlane, Max Charles,",1209,NA
Romance at Reindeer Lodge,TV-G,90,6.4,4.4,NA,Drama,Romance,NA,"Molly and Jared have sworn-off partaking in holiday activities, but find themselves at a Christmas themed-ranch with no flights available to leave.",Colin Theys,"Nicky Whelan, Josh Kelly, Nichole Galicia, Michael Cognata,",1603,NA
A Christmas Princess,TV-PG,90,5.5,6.2,NA,Comedy,Romance,NA,"Jessica is a struggling chef living in a trendy New York borough. Prince Jack, who's in the city for his family's annual Christmas charity dinner, finds himself in need of a last-minute chef for a royal event when he meets Jessica.",Fred Olen Ray,"Shein Mompremier, Travis Burns, Erin Gray, Andy Lauer,",894,NA
A Snow Globe Christmas,TV-PG,89,5.4,6.3,NA,Comedy,Drama,Family,"A cynical TV exec looks at the perfect town inside a Christmas globe and is magically transported to it. When she wakes up in a perfect snow-covered town, married to a local woodsman, she discovers it's not all just a fantasy.",Jodi Binstock,"Alicia Witt, Donald Faison, Christina Milian, Trevor Donovan,",1288,NA
Christmas on My Mind,TV-G,84,6.5,1.7,NA,Comedy,Drama,Romance,"When Lucy wakes up with a wedding dress in hand, she believes that she is late to her wedding with her ex-boyfriend Zach. However, she has no recollection of the past 2 years, including the fact that she is engaged to another man.",Maclain Nelson,"Ashley Greene, Andrew W. Walker, Jackée Harry, Donna Benedicto,",1749,NA
"Planes, Trains, and Christmas Trees",TV-G,85,5.7,4.3,NA,Comedy,Romance,NA,"During a business trip, event planner Kayley and sports agent Brett find themselves unable to fly home for Christmas due to a snowstorm. Determined to get back to NYC by Christmas Eve, the two team up and try to make their own way home.",Marta Borowski,"Kathryn Davis, Olivier Renaud, Richard Waugh, Markeda McKay,",348,NA
A Bramble House Christmas,NA,84,7.1,6.2,NA,Drama,Romance,NA,"Finn Conrad becomes suspicious as to why his father left a nurse, named Willa $100,000, and goes undercover to investigate. When she discovers his true identity, will it keep her from ever trusting him again?",Steven R. Monroe,"Autumn Reeser, David Haydn-Jones, Liam Hughes, Teryl Rothery,",2623,NA
"Pride, Prejudice and Mistletoe",TV-PG,82,6.2,5.3,NA,Romance,NA,NA,"Darcy is a career woman who hasn't found love, but her life turns upside down when she returns home to help her mother plan a charity event.",Don McBrearty,"Lacey Chabert, Brendan Penny, Sherry Miller, Art Hindle,",2327,NA
Much Ado About Christmas,NA,85,6.8,8.1,NA,Drama,Family,Romance,"A modern-day re-imagining of William Shakespeare's play ""Much Ado About Nothing,"" set at Christmastime.",Michael Damian,"Susie Abromeit, Torrance Coombs, James Rottger, Sakura Sykes,",1033,NA
A Country Christmas Harmony,NA,87,5.2,6.5,NA,Drama,Music,Romance,"Follows Luke and Chrissy, a former country music duo and ex-sweethearts who run into each other years later after Chrissy disappeared on Luke, but now they realize they can only survive the holidays with the other one's help.",Edmund Entin,"Gary Entin, Brooke Elliott, Brandon Quinn, Danny Pintauro, Ann Walker,",367,NA
